title,company,experience,salary,location,skills,posted
BUSINESS DEVELOPMENT OFFICER,Bizknowmics,0-3 Yrs,Not mentioned,"Pune, Chennai","BUSINESS DEVELOPMENT OFFICER, Business development, Development",3+ weeks ago
System Analyst,Foiwe,0-3 Yrs,Not mentioned,Bengaluru,"Analytical skills, System Analyst, Monitoring, System analysis, Analytics, System, Analytical, Analytical Skill",3+ weeks ago
Business Analyst- With Medicare Medicaid knowledge,Han Digital Solution (P),0-4 Yrs,Not mentioned,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum","Business process, Project development, Business Analyst, Business analysis, Healthcare, Advanced Excel, Subject Matter Expert, Operations",3+ weeks ago
Marketing Coordinator I,Walter P Moore,0-1 Yrs,Not mentioned,Pune,"Engineering services, Data analysis, adobe creative suite, Analytical, Construction engineering, Packaging, Market research, Desktop publishing",3+ weeks ago
Analyst - Financial research,Arena Investors,0-3 Yrs,Not mentioned,Bengaluru,"Industry research, Administration, Due diligence, Usage, Financial analysis, Senior Analyst, Litigation, Finance",3+ weeks ago
Research Associate,Gibs Business School,0-4 Yrs,Not mentioned,Bengaluru,"Data analysis, Academic Research, Excel, Time management, academic writing, Business analytics, Statistical software, SPSS",3+ weeks ago
Trainee Analyst,Brickwork Ratings (BWR),0-2 Yrs,Not mentioned,Bengaluru,"Loans, Financial statements, Project finance, Senior Executive, MIS, Analytical, Structured finance, Credit rating",3+ weeks ago
"Junior Analyst, Process",WM UNIVERSAL SOLUTIONS PRIVATE LIMITED,0-4 Yrs,Not mentioned,Indore,"Junior Analyst, Process, Process analysis",3+ weeks ago
AI/ML Internship,Pragyan Ai,0-5 Yrs,Not mentioned,Bengaluru,"matlab, algorithms, python, c, data analysis, natural language processing, problem solving, engineering",3+ weeks ago
Zoho Analyst,Innoventes Technologies,0-3 Yrs,Not mentioned,Bengaluru,"Business process, Coding, Project documentation, Project management, Consulting, Automation tools, Test scenarios, Troubleshooting",3+ weeks ago
CSR Partnership Volunteer,Connectfor,0-3 Yrs,Not mentioned,Pune,"community development, csr, ngoss, teaching, corporate social responsibility, social work, social service, coordination",3+ weeks ago
AI Developer,SKF Groups,0-4 Yrs,Not mentioned,Bengaluru,"Software design, Data analysis, Aerospace, Machine learning, Programming, Data structures, Automotive, Python",3+ weeks ago
Client Analyst,Numerator,0-4 Yrs,Not mentioned,Remote,"Retail, Senior Analyst, Servicing, Monitoring, Senior, Client",3+ weeks ago
Associate Process Manager,eClerx,0-2 Yrs,Not mentioned,Mumbai,"Process Associate, Data analysis, tableau, Usage, Focus, Debugging, power bi, SQL",3+ weeks ago
"Junior Analyst, Process",WM UNIVERSAL SOLUTIONS PRIVATE LIMITED,0-4 Yrs,Not mentioned,Indore,"Junior Analyst, Process analysis, Process",3+ weeks ago
Analyst -Structured Credit,Barclays,0-2 Yrs,Not mentioned,Mumbai,"Analyst, Front office, Credit analysis, market data, Risk management, Continuous improvement, Forecasting, Operations",3+ weeks ago
BPO Executive,Westshore Bpo,0-1 Yrs,Not mentioned,Bengaluru,"bpo, upselling, browsing, customer service orientation, escalations, inbound, customer service, crm software",3+ weeks ago
Content Analyst / Content Analyst,Grihasoft,0-7 Yrs,Not mentioned,Bengaluru,"Healthcare, Content Analyst, Content Analysis, Content",3+ weeks ago
Operations Professional,Shubham Group Of Companies,0-1 Yrs,Not mentioned,Pune,"vendor management, risk management, operations management, project management, data analysis, team management, iso, administration",3+ weeks ago
AI Developer,Definedge Securities Broking,0-2 Yrs,Not mentioned,Pune,"algorithms, python, data analysis, natural language processing, neural networks, microsoft azure, analysis, machine learning",3+ weeks ago
Business Development Executive,Medico Pilot,0-3 Yrs,Not mentioned,Bengaluru,"data analysis, business development, market research, analysis, data collection, sales, research, marketing",3+ weeks ago
Business Development Executive,Mhtechin,0-2 Yrs,Not mentioned,Pune,"Cold calling, Data analysis, Networking, Business Development Manager, Analytical, Social media, Market research, Customer support",3+ weeks ago
Business Analyst,Arokia It,0-2 Yrs,Not mentioned,Bengaluru,"SQL database, Business Analyst, Conflict management, Time management, Analytical, Customer service, Testing, SQL",3+ weeks ago
Associate / Senior Associate Buy Side / Investment Analyst,Axience,0-4 Yrs,Not mentioned,Mumbai,"Business services, SIDE, Due diligence, Business research, Senior Analyst, Corporate finance, Operations, Financial services",3+ weeks ago
Business Analyst,Appsource Services,0-3 Yrs,Not mentioned,Bengaluru,"Translation, Business Analyst, Investment research, Time management, Inspection, System development, Research, Management",3+ weeks ago
Data Support Executive,Garbha Gudi Ivf Centre,0-1 Yrs,Not mentioned,Bengaluru,"Quality standards, Transcription, Data Support Executive, Litigation, Medical services, Quality Executive, Management, Risk management",3+ weeks ago
T&T- HC- HRT- SF CPI- Analyst,Deloitte Consulting,0-5 Yrs,Not mentioned,Mumbai,"Computer science, human capital, SAP, XML, Data structures, Regression testing, JSON, Troubleshooting",2 weeks ago
Process Analyst,Stark Industries,0-3 Yrs,Not mentioned,"Chennai, Bengaluru","Process Analyst, Process analysis, Process",3+ weeks ago
PAID MEDIA SPECIALIST,Syspree,0-2 Yrs,Not mentioned,Mumbai,"Analytical skills, Data analysis, Google Analytics, Excel, Competitive analysis, Focus, Marketing campaigns, SEM",3+ weeks ago
Junior Program Officer - YCP,Akshara Centre,0-1 Yrs,Not mentioned,Mumbai,"Report generation, Data analysis, digital content, Finance, Financial management, HTTP, Medical insurance, Powerpoint",3+ weeks ago
Operations Intern,Mavalore Infotech,0-3 Yrs,Not mentioned,Noida,"project management, data analysis, administration, documentation, process optimization, process transition, inventory, tracking",3+ weeks ago
"Associate Analyst, Business Process",Xoom,0-1 Yrs,Not mentioned,Bengaluru,"Business process, Helpdesk, Process improvement, Diversity and Inclusion, Data collection, Healthcare, Wellness, Operations",2 weeks ago
Data Analytic | Fresher | Business Analytics,Creative Hands HR,0-5 Yrs,Not mentioned,"Hyderabad, Chennai, Bengaluru","excel, Business Research, Data Analytics, Business Analysis, Data Analyst, Market Research, Analysis, Business analytics",2 weeks ago
Liquidity Risk Reporting - Analyst,Barclays,0-5 Yrs,Not mentioned,Gurugram,"Excel, Regulatory reporting, Compliance, Senior Analyst, liquidity risk, Banking, Service excellence, Continuous improvement",2 weeks ago
Analyst,Abraham And Partners Marketbuilders,0-3 Yrs,Not mentioned,Bengaluru,"Lead generation, Usage, Excel, Database management, Senior Analyst, Management consulting, Powerpoint, Sales support",3+ weeks ago
Executive - MIS,Securens Systems,0-4 Yrs,Not mentioned,"Mumbai, Navi Mumbai","hlookup, macros, data management, data analysis, mis reporting, anti money laundering, pivot table, dbms",3+ weeks ago
Marketing Executive (Sales and Marketing),Synise Technologies,0-2 Yrs,Not mentioned,Pune,"Procurement, Supply chain management, Executive Sales & Marketing, HR, Windows, Asset management, Asset Management Executive, Asset",3+ weeks ago
Client Analyst,Numerator,0-6 Yrs,Not mentioned,Remote,"Retail, Senior Analyst, Servicing, Monitoring, Client, Senior",3+ weeks ago
Analyst,Sattva Consulting,0-2 Yrs,Not mentioned,Bengaluru,"CSR, Senior Analyst, Project management, Consulting, Corporate advisory, Training and Development, Stakeholder management, Advisory",3+ weeks ago
Research Analyst,Skycognitive,0-1 Yrs,Not mentioned,Pune,"Excel, C, Networking, Sales operations, Database, Market research, Research, Research Analyst",3+ weeks ago
marketing executive,Prometteur Solutions Pvt Ltd,0-1 Yrs,Not mentioned,Pune,"Analytical skills, Hospitality, Data analysis, Excel, Email marketing, Social media, Market research, E-commerce",3+ weeks ago
Financial Analyst / Modelling Executive,Genius Group,0-3 Yrs,Not mentioned,New Delhi,"Due diligence, Senior Executive, Financial analysis, Project management, Hyperion, Cash flow, Financial Analyst, Corporate finance",3+ weeks ago
Client Analyst,Numerator,0-6 Yrs,Not mentioned,Remote,"Retail, Senior Analyst, Servicing, Monitoring, Senior, Client",3+ weeks ago
Business Analyst,Xiphias Software Technologies,0-3 Yrs,Not mentioned,Bengaluru,"closing, cold calling, dealing, prospecting, communications skills, new business, mis, telesales",3+ weeks ago
Analyst - Operations Design,Barclays,0-9 Yrs,Not mentioned,Mumbai,"SUB, Change management, Senior Analyst, Trade finance operations, Project management, Service excellence, Continuous improvement, Individual Contributor",3+ weeks ago
Business Analyst,Xiphias Software Technologies,0-3 Yrs,Not mentioned,Bengaluru,"Cold calling, Client development, Business Analyst, Telesales, Scheduling, MIS preparation, Management, Business Executive",3+ weeks ago
Data Analyst,Tele Tnfotech,0 Yrs,Not mentioned,Pune,"Data Analysis, Power Bi, Data Analytics, SQL, Data, Bi, Analysis, Analytics",3+ weeks ago
Product Analyst,Navadhan Capital,0-3 Yrs,Not mentioned,Mumbai(Goregaon East),"Advanced Excel, Product Analysis, Data Analysis, SQL, Business Analysis, Analysis, Excel, Data",5 days ago
Sr . Research Analyst,Myfollo,0-2 Yrs,Not mentioned,Gurugram,"financial concepts, financial analysis, data analysis, presentation skills, research analysis, problem solving, accounting, analysis",6 days ago
Research Analyst,Myfollo,0-1 Yrs,Not mentioned,Gurugram,"Head Business Development, Sales, Research Analyst, Investment, Development, Analysis, Research analysis, Research",6 days ago
Risk Analyst,HDB Financial Services,0-4 Yrs,Not mentioned,Mumbai,"Employee training, Data analysis, Compliance, Bfsi, Risk assessment, Functional testing, Management, Risk management",3+ weeks ago
Sales Manager - Ahmedabad,Swiggy,0-3 Yrs,Not mentioned,Ahmedabad,"business development, sales, sales management, b2b sales, commercial, data analysis, analytical, channel",3 weeks ago
Analyst,Specialist Advisory & Intervention Group (SAIG),0-4 Yrs,Not mentioned,Mumbai,"cyber security, data science, Senior Analyst, Artificial Intelligence, cyber forensics, Science, Intelligence, Analysis",3+ weeks ago
Quality Analyst - Domestic,TP,0-4 Yrs,Not mentioned,Mohali,"application software, crm systems, quality audit, quality analysis, crm, project management, oracle, quality control",3+ weeks ago
Quality Analyst- Domestic,TP,0-3 Yrs,Not mentioned,Mohali,"process quality assurance, customer service, quality analysis, call quality, crm, six sigma, apqp, quality control",3+ weeks ago
Data Operator- Domestic,TP,0-3 Yrs,Not mentioned,"Mumbai, Thane","data analysis, data management, customer service, reporting tools, data entry, oracle, data warehousing, power bi",3+ weeks ago
Analyst,eClerx,0-2 Yrs,Not mentioned,Chandigarh,"bpo, voice, analytical, quality audit, customer service, verbal communication, policies, training",3 weeks ago
Analyst,eClerx,0-2 Yrs,Not mentioned,Mohali,"bpo, voice, analytical, quality audit, customer service, verbal communication, policies, training",3 weeks ago
Investment Analyst,Calibre Infotech,0 Yrs,Not mentioned,"Chennai, Tiruchirapalli, Cuddalore","Investment Analysis, Investment Management, Venture Capital, Management, Investment, Analysis",3+ weeks ago
Analyst,eClerx,0-2 Yrs,Not mentioned,Navi Mumbai,"settlements, trading, time management, consulting, investment banking, capital market, equity, reconciliation",1 week ago
Mumbai Walk-in | Financial Market | Analyst Hiring,eClerx,0-2 Yrs,Not mentioned,Navi Mumbai,"trading, generation, time management, investment banking, bonds, commodities, investment, capital market",1 week ago
Senior Accounts Receivable Analyst,CONFIDENTIAL,0-5 Yrs,Not mentioned,Hyderabad,"AR Calling, US Healthcare, Denial Management, RCM, Receivable, Calling, Healthcare, Management",5 days ago
Senior Accounts Receivable Analyst,CONFIDENTIAL,0-5 Yrs,Not mentioned,Hyderabad,"Revenue Cycle Management, AR Calling, Ub04, Denial Management, RCM, Accounting, Augmented Reality, Denials",5 days ago
Senior Accounts Receivable Analyst,CONFIDENTIAL,0-5 Yrs,Not mentioned,Hyderabad,"AR Calling, US Healthcare, Denial Management, RCM, Augmented Reality, Management, Accounts receivable, Calling",5 days ago
Senior Accounts Receivable Analyst,CONFIDENTIAL,0-5 Yrs,Not mentioned,Hyderabad,"Revenue Cycle Management, AR Calling, Ub04, Denial Management, RCM, Accounting, Augmented Reality, Denials",5 days ago
Senior Accounts Receivable Analyst,CONFIDENTIAL,0-5 Yrs,Not mentioned,Hyderabad,"AR Calling, US Healthcare, Denial Management, RCM, Healthcare, Management, Augmented Reality, Calling",5 days ago
Business Analyst | Recent Passouts,Reizend Private Limited,0-2 Yrs,Not mentioned,Thiruvananthapuram,"Excellent communication, Strong documentation skills, AI implementation, Problem solving skills, Artificial Intelligence, Documentation Skills, Documentation, Business analysis",5 days ago
Intern Product Management,Oriserve,0-1 Yrs,Not mentioned,Noida,"product strategy, data analysis, product roadmap, product management, product development, competitor analysis, project management, data analytics",6 days ago
Biotechnologist- West Zone,Mabbit Communications,0-2 Yrs,Not mentioned,"Pune, Jaipur, Mumbai (All Areas)","Biotechnology, Microbiology, Biology, Cell Biology, Life Sciences, Health Care Services, Bioprocess Engineering, Zoology",5 days ago
Lab Analyst,Reliance Industries Limited,0-3 Yrs,Not mentioned,Vadodara,"Housekeeping, SAP QM, Manager Quality Assurance, Analytical, Quality audit, Shift Incharge, ISO 17025, Manager Quality Control",1 week ago
Analyst,Savista,0-2 Yrs,Not mentioned,Noida,"database maintenance, modeling, performance tuning, database mirroring, problem solving, sql server dba, database administration, sql server",1 week ago
Document Review Analyst ( 1 month ),Unitedlex,0-2 Yrs,Not mentioned,Gurugram,"Documentation, Legal Documentation, Legal, Review, Document review, Documents",2 weeks ago
"Finance Associate - Power BI, Microsoft Fabric",Crisil,0-2 Yrs,Not mentioned,Mumbai,"financial concepts, financial analysis, accounts payable, data analysis, investment banking, power bi, problem solving, auditing",4 days ago
Customer Care Executive,Rentokil Initial,0-1 Yrs,Not mentioned,Mumbai,"Senior Customer Care Executive, Customer Care Executive, Data analysis, Interpersonal skills, Telesales, Senior Executive, Customer relationship, Individual Contributor",1 week ago
Assistant Manager - Debt Management Services - SME,Bajaj Finance,0-2 Yrs,Not mentioned,Bengaluru,"Account Management, Regulatory Reporting, Secured Loan, Two Wheeler Sales, Debt Collection, Compliance Management, Reporting, Recovery Management",2 weeks ago
Assistant Manager - Debt Management Services - SME,Bajaj Finance,0-2 Yrs,Not mentioned,Bengaluru,"Account Management, Regulatory Reporting, Secured Loan, Two Wheeler Sales, Debt Collection, Compliance Management, Reporting, Recovery Management",2 weeks ago
Sales Coordinator (Hindi Speaking),Zebronics,0-4 Yrs,Not mentioned,Chennai(Royapettah),"Sales Mis, Sales Coordination, Sales Report, Sales, Sales Operations, Sales Administration, Marketing Support, Sales Analytics",2 weeks ago
Quality Analyst,Satva Solutions,0-3 Yrs,Not mentioned,Ahmedabad,"c++, performance testing, regression testing, automation testing, manual testing, swagger, jmeter, javascript",3+ weeks ago
Hiring For Retail - MBA/PGDM Grdauates,MALABAR GOLD & DIAMONDS,0-5 Yrs,Not mentioned,"Ernakulam, Malappuram, Kozhikode","Communication Skills, Presentation Skills, Management Skills, Leadership Skills, Interpersonal Skills, Retail, Presentation, Interpersonal Skill",2 weeks ago
Analyst,eClerx,0-2 Yrs,Not mentioned,Chandigarh,"bpo, voice, analytical, quality audit, customer service, verbal communication, policies, training",2 weeks ago
Associate Manager,Pepsico,0-5 Yrs,Not mentioned,Hyderabad,"data analysis, due diligence, operations, forecasting, performance analysis, communication skills, Analysis, Data",2 weeks ago
Project Engineer,Carrier Abound,0-1 Yrs,Not mentioned,Bengaluru,"Customer Support, Technical Troubleshooting, Handling Customer Queries, Technical Support, Freshers, Technical, Troubleshooting, Handling Customer",2 weeks ago
Quality Analyst|Domestic,TP,0-4 Yrs,Not mentioned,Jaipur,"quality analyst, quality analysis, customer experience management, quality management, quality audit, Domestic, Analysis, Management",2 weeks ago
"Digital Content Associate, Amazon Music",Amazon,0-4 Yrs,Not mentioned,Chennai,"Basic, Data analysis, digital content, Excel, Content Associate, Compliance, Content editing, Troubleshooting",2 weeks ago
"Digital Content Associate, Amazon Music",Amazon,0-4 Yrs,Not mentioned,Chennai,"Basic, Data analysis, digital content, Excel, Content Associate, Compliance, Content editing, Troubleshooting",2 weeks ago
"Digital Content Associate, Amazon Music",Amazon,0-4 Yrs,Not mentioned,Chennai,"Basic, Data analysis, digital content, Excel, Content Associate, Compliance, Content editing, Troubleshooting",2 weeks ago
"Digital Content Associate, Amazon Music",Amazon,0-4 Yrs,Not mentioned,Chennai,"Basic, Data analysis, digital content, Excel, Content Associate, Compliance, Content editing, Troubleshooting",2 weeks ago
"Digital Content Associate, Amazon Music",Amazon,0-4 Yrs,Not mentioned,Chennai,"Basic, Data analysis, digital content, Excel, Content Associate, Compliance, Content editing, Troubleshooting",2 weeks ago
"Digital Content Associate, Amazon Music",Amazon,0-4 Yrs,Not mentioned,Chennai,"Basic, Data analysis, digital content, Excel, Content Associate, Compliance, Content editing, Troubleshooting",2 weeks ago
"Digital Content Associate, Amazon Music",Amazon,0-4 Yrs,Not mentioned,Chennai,"Basic, Data analysis, digital content, Excel, Content Associate, Compliance, Content editing, Troubleshooting",2 weeks ago
"Digital Content Associate, Amazon Music",Amazon,0-4 Yrs,Not mentioned,Hyderabad,"Basic, Data analysis, digital content, Excel, Content Associate, Compliance, Content editing, Troubleshooting",2 weeks ago
"Digital Content Associate, Amazon Music",Amazon,0-4 Yrs,Not mentioned,Hyderabad,"Basic, Data analysis, digital content, Excel, Content Associate, Compliance, Content editing, Troubleshooting",2 weeks ago
Performance Marketer,DThrill Software Solutions LLP,0-5 Yrs,Not mentioned,Pune,"Performance Marketing, Google Search, Display Ads, Paid Media, Facebook Ads, Excel, CPA, SEM",2 weeks ago
Associate Account Executive,Quick Heal Technologies,0-2 Yrs,Not mentioned,Pune,"Finance, Accounts Payable, Payables, Accounting",2 weeks ago
MIS Executive (Off roll),Jindal Steel Limited,0-4 Yrs,Not mentioned,Angul,"Excel, Pivot Table, Countif, VLOOKUP, MIS, Formulas, Pivot, Lookup",2 weeks ago
Process Developer - Customer Service,Genpact,0-2 Yrs,Not mentioned,"Noida, Gurugram, Delhi / NCR","Communication Skills, Process Development, Customer Service, KPI, Problem Solving, Data Analysis, Reporting, Analysis",3 weeks ago
Junior Process Analyst,Chaosology,0-1 Yrs,Not mentioned,Tirunelveli,"Computer science, Data analysis, Automation, Networking, Analytical, Process Analyst, Visio, Stakeholder management",3+ weeks ago
"Digital Content Associate, Amazon Music",Amazon,0-4 Yrs,Not mentioned,Hyderabad,"Basic, Data analysis, digital content, Excel, Content Associate, Compliance, Content editing, Troubleshooting",3 weeks ago
Sales Manager I,Swiggy,0-3 Yrs,Not mentioned,Gurugram,"Relationship management, Data analysis, Sales, Excel, Conflict management, Online marketing, Analytical, Strategic planning",3 weeks ago
Process Associate - Reporting,Genpact,0-2 Yrs,Not mentioned,"Noida, Gurugram, Delhi / NCR","Advanced Excel, Reporting, Backend, Excel, MIS, MIS Operations, VLOOKUP, Pivot",3 weeks ago
Retail Management Trainee (MBA/PGDM/B TECH),MALABAR GOLD & DIAMONDS,0-5 Yrs,Not mentioned,"Kannur, Malappuram, Kozhikode","Communication Skills, Presentation Skills, Interpersonal Skills, Managerial Skills, Leadership Skills, Retail management, Technical analysis, Interpersonal",3 weeks ago
Junior Accountant (Kalyan),Peppermint Communications,0-4 Yrs,Not mentioned,Kalyan,"Tally ERP, Excel, General Accounting, Tally, TDS, Busy, Commercial Finance, Gst",4 days ago
Associate Consultant – Forensics Investigations,EY,0-1 Yrs,Not mentioned,Chennai,"Forensics, Internal Audit, Aml, Administration, Capital Markets, Compliance, Risk Assessment, Legal",3 weeks ago
Associate Analyst-Cross Border Travel Support,EY,0-4 Yrs,Not mentioned,Kochi,"Compliance, Leadership, Capital Markets, Coaching, Analytical Skills, Legal, Tas, Ai",3 weeks ago
Research Associate,Adroit Market Research,0-2 Yrs,Not mentioned,Pune,"project management, data analysis, data interpretation, professor activities, spss, research analysis, teaching, market research",3+ weeks ago
Legal Analyst,Alphastream Technologies,0-3 Yrs,Not mentioned,Bengaluru,"covenants, Credit Agreement, Corporate Credit, private credit agreements, financial analysts, Equity Research, Finance, Financial analysis",2 weeks ago
Content Marketing & Support,Village Company,0-1 Yrs,Not mentioned,Meerut(Ganga Nagar),"Communication Skills, English Verbal And Written, Prompt Engineering, Customer Support, Excel, Generative Ai, Data Analysis, Business Operations",3 weeks ago
Apprentice Operations,Startek,0-1 Yrs,Not mentioned,Noida,"ncvt, python, data analysis, management skills, team management, production, presentation skills, convincing power",3+ weeks ago
MIS Executive,Perpetuity Capital,0-4 Yrs,Not mentioned,"Kolkata, New Delhi","hlookup, conditional formatting, charts, macros, data analysis, sumif, mis reporting, data validation",3+ weeks ago
Social Media Content Creator,Digital Mart Lab,0-3 Yrs,Not mentioned,Lucknow,"digital, operations management, data analysis, team management, business development, media, machine learning, brand strategy",3+ weeks ago
Quality Analyst,Reboot Xp,0-3 Yrs,Not mentioned,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","project management, quality control, quality audit, software testing, iso, problem solving, process improvement, strategic planning",3+ weeks ago
Field Executive,Perfect Finmart Finance,0-2 Yrs,Not mentioned,New Delhi,"Loans, PDF, Field marketing, Field Executive, Marketing, Field",3+ weeks ago
Field Executive,Amazing Infotech,0-2 Yrs,Not mentioned,New Delhi,"data analysis, relationship building, team management, channel sales, customer service, business development, retail sales, market research",3+ weeks ago
Analyst,EY,0-1 Yrs,Not mentioned,Noida,"HR Operations, Client Servicing, Hr Shared Services, Client, Hrsd, Analysis, Shared services, Operations",3+ weeks ago
Analyst L1,Integreon,0-2 Yrs,Not mentioned,Noida,"Business services, Administration, Service level, Contract management, Database management, Legal, professional services, Business solutions",3+ weeks ago
Marketing Executive,Stepinn,0-2 Yrs,Not mentioned,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Marketing Executive, Marketing",3+ weeks ago
Field Officer,Mitrata Financial Services,0-2 Yrs,Not mentioned,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Field Officer,3+ weeks ago
IT Support Analyst L1,Eton Technologies,0-1 Yrs,Not mentioned,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","IT services, BPO, Basic, Interpersonal skills, Excel, IT service desk, Customer service, IT Support Analyst",3+ weeks ago
Global Security Operations Center Operator / Analyst,G4S,0-1 Yrs,Not mentioned,Hyderabad,"Payroll, Security management, Analytical, Incident management, Customer service, Medical insurance, MS Office, Business continuity",3+ weeks ago
SEO Analyst,Visionary Service,0-2 Yrs,Not mentioned,Pune,"Customer acquisition, Content strategy, CSS, Search engine marketing, SEO Analyst, HTML, Link building, SEO",3+ weeks ago
Digital Marketing Trainee,Digicompanions,0-5 Yrs,Not mentioned,Pune,"Data analysis, Google Analytics, Content optimization, Social media, digital marketing trainee, SEO, Digital marketing, Internship",3+ weeks ago
MIS Executive,Green Earth Exim India,0-2 Yrs,Not mentioned,Varanasi,"hlookup, conditional formatting, charts, macros, data analysis, sumif, mis reporting, data validation",3+ weeks ago
Lab Analyst,Reliance Industries Limited,0-3 Yrs,Not mentioned,Vadodara,"Housekeeping, SAP QM, Manager Quality Assurance, Analytical, Quality audit, Shift Incharge, ISO 17025, Manager Quality Control",6 days ago
Associate,DP World,0-3 Yrs,Not mentioned,Navi Mumbai,"Data analysis, Automation, Business transformation, Data management, Oracle, MS Office, Freight forwarding, Accounting software",1 week ago
Lab Analyst,Reliance Industries Limited,0-3 Yrs,Not mentioned,Vadodara,"Housekeeping, SAP QM, Manager Quality Assurance, Analytical, Quality audit, Shift Incharge, ISO 17025, Manager Quality Control",1 week ago
Associate,Delhivery,0-3 Yrs,Not mentioned,Panaji,"risk management, project management, data analysis, iso, logistics, problem solving, process improvements, operations",3+ weeks ago
Associate Consultant-Forensics-Investigations & Compliance,EY,0-1 Yrs,Not mentioned,Chennai,"Data analysis, Manager Internal Audit, Assurance, Client servicing, Risk assessment, Computer Forensics, Agile, Forensic",3+ weeks ago
Analyst L1,Integreon,0-2 Yrs,Not mentioned,Mumbai,"Business services, Administration, Service level, Contract management, Database management, Legal, professional services, Business solutions",3+ weeks ago
Market Researcher,Uxflow Infotech,0-3 Yrs,Not mentioned,Mohali,"project management, data analysis, business analysis, business development, market research, marketing management, research, market analysis",3+ weeks ago
Sales Assistant - Gift City - Analyst,JPMorgan Chase Bank,0-3 Yrs,Not mentioned,Gandhinagar,"pricing analysis, Sales, Data management, Fixed income, Analytical, Market research, Advanced Excel, data visualization",3+ weeks ago
Associate Process Manager,eClerx,0-3 Yrs,Not mentioned,Chandigarh,"Data analysis, Manager Quality Assurance, Time management, Software development life cycle, System design, HTML, Visio, Editor",3+ weeks ago
Logistics Service Coordinator Demurrage Claim Coordinator,Dow Chemical International Private Limited,0-3 Yrs,Not mentioned,Navi Mumbai,"Supply chain, Administration, Data analysis, Supply chain management, Claims, Analytical, Financial planning, Stakeholder management",3+ weeks ago
Analyst,eClerx,0-4 Yrs,Not mentioned,Chandigarh,"BPO, Relationship management, Telecom, Networking, Data management, Talent acquisition, Staffing, Social media",3+ weeks ago
SDR Trainee,iSource I.T Enabled Services PVt Ltd,0-2 Yrs,Not mentioned,Chennai,"Cold calling, Data analysis, Sales, Product service, Social media, Workflow, ITES, Accounts Executive",3+ weeks ago
Executives-Back Office-Customer Service,EXL,0-2 Yrs,Not mentioned,Noida,"insurance, data analysis, health insurance, back office, administration, customer service, documentation, business analysis",3+ weeks ago
Project Fellow,Curadev,0-1 Yrs,Not mentioned,Noida,"project management, data analysis, administration, business analysis, teaching, autocad, coordination, excel",3+ weeks ago
Junior Executive,Jindal Stainless (JSL),0-3 Yrs,Not mentioned,Mundra,"application software, data analysis, customer service, operating systems, internet applications, internet browsing, excel, operations",3+ weeks ago
Content Analyst,ValueNotes,0-3 Yrs,Not mentioned,Pune,"Basic, Excel, Data management, Back office, Content Analyst, Investment, Content, Data",3+ weeks ago
Jr/Sr Consultant,Mahatma Gandhi Mission Hospital,0-3 Yrs,Not mentioned,Mumbai,"project management, operations management, data analysis, mis reporting, business analysis, business development, process improvement, engineering",3+ weeks ago
Apprentice - Operations,Startek,0-1 Yrs,Not mentioned,Hosur,"operations, data analysis, customer service, reporting tools, data analysis and reporting, Reporting, Data, Tools",2 weeks ago
Content Analyst / Sr . Content Analyst,Grihasoft,0-7 Yrs,Not mentioned,Bengaluru,"Content, SR, Content Analysis",3+ weeks ago
Research Scientist,Caliche,0-2 Yrs,Not mentioned,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","innovation, project management, data analysis, r and d, professor activities, teaching, literature review, pharmacovigilance",3+ weeks ago
Technical Support Executive,Dautom,0-2 Yrs,Not mentioned,Bhubaneswar,"record keeping, technical support, data analysis, team management, MIS, Management, Technical, Team",3+ weeks ago
Finance Analyst,CBRE,0-3 Yrs,Not mentioned,Hyderabad,"Business services, Health insurance, Payroll, Financial statements, General accounting, Project management, Billing, Financial Analyst",3+ weeks ago
Research Associate,Stellar Market Research,0-2 Yrs,Not mentioned,Pune,"project management, data analysis, data interpretation, professor activities, spss, research analysis, teaching, market research",3+ weeks ago
Research Scientist,Caliche,0-3 Yrs,Not mentioned,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","innovation, project management, data analysis, r and d, professor activities, teaching, literature review, pharmacovigilance",3+ weeks ago
CRM (Customer Relationship Management) Specialist,Perfect Naukari,0-3 Yrs,Not mentioned,Surat,"Data analysis, Email marketing, Project management, Analytical, Process improvement, Brand awareness, Microsoft Dynamics, Customer engagement",3+ weeks ago
Analyst,eClerx,0-4 Yrs,Not mentioned,Chandigarh,"Process audit, Process optimization, BPO Analyst, Compliance, data security, Customer satisfaction, Analytical, Customer service",3+ weeks ago
Analyst,eClerx,0-4 Yrs,Not mentioned,Mohali,"Process audit, Process optimization, BPO Analyst, Compliance, data security, Customer satisfaction, Analytical, Customer service",3+ weeks ago
Analyst,eClerx,0-4 Yrs,Not mentioned,Chandigarh,"research and analysis, communication and interpersonal skills, research, Interpersonal skills, Analysis, Interpersonal, Research analysis, Communication skills",3 weeks ago
